Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
B Bhandari,265,13,443,27,283,13,20.384615384615383,59.81941309255079,20.384615384615383,20.384615384615383,0.060948081264108354,0.6388261851015802,,ODI,40.10201423858309,
B Biza,270,12,460,23,288,12,22.5,58.69565217391305,22.5,22.5,0.05,0.6260869565217392,,ODI,40.59782608695652,
B Cooper,339,18,581,39,398,18,18.833333333333332,58.34767641996558,18.833333333333332,18.833333333333332,0.06712564543889846,0.685025817555938,,ODI,38.590504876649455,
B Evans,129,15,160,12,89,15,8.6,80.625,8.6,8.6,0.075,0.55625,,ODI,44.6125,
B Fernando,26,3,37,4,24,3,8.666666666666666,70.27027027027027,8.666666666666666,8.666666666666666,0.10810810810810811,0.6486486486486487,,ODI,39.46846846846847,
B Geeves,10,1,11,1,6,1,10.0,90.9090909090909,10.0,10.0,0.09090909090909091,0.5454545454545454,,ODI,50.45454545454545,
B Kumar,552,53,768,54,432,53,10.415094339622641,71.875,10.415094339622641,10.415094339622641,0.0703125,0.5625,,ODI,41.14504716981132,
B Laughlin,1,1,9,0,8,1,1.0,11.11111111111111,1.0,1.0,0.0,0.8888888888888888,,ODI,6.055555555555555,
B Lee,865,76,1087,75,594,76,11.381578947368421,79.57681692732291,11.381578947368421,11.381578947368421,0.06899724011039558,0.546458141674333,,ODI,45.47919793734567,
B Leephatthana,30,3,66,4,49,3,10.0,45.45454545454545,10.0,10.0,0.06060606060606061,0.7424242424242424,,ODI,27.727272727272727,
B Mavuta,92,10,108,11,61,10,9.2,85.18518518518519,9.2,9.2,0.10185185185185185,0.5648148148148148,,ODI,47.1925925925926,
B Muzarabani,115,32,214,12,147,32,3.59375,53.73831775700935,3.59375,3.59375,0.056074766355140186,0.6869158878504673,,ODI,28.666033878504674,
B Regmi,12,2,30,2,24,2,6.0,40.0,6.0,6.0,0.06666666666666667,0.8,,ODI,23.0,
B Sai Sudharsan,127,3,144,18,79,3,42.333333333333336,88.19444444444444,42.333333333333336,42.333333333333336,0.125,0.5486111111111112,,ODI,65.26388888888889,
B Sharki,985,33,1477,102,891,33,29.848484848484848,66.68923493568043,29.848484848484848,29.848484848484848,0.06905890318212593,0.6032498307379824,,ODI,48.26885989208264,
B Shikongo,22,14,63,1,47,14,1.5714285714285714,34.92063492063492,1.5714285714285714,1.5714285714285714,0.015873015873015872,0.746031746031746,,ODI,18.246031746031743,
B Siddharth,7,3,14,0,9,3,2.3333333333333335,50.0,2.3333333333333335,2.3333333333333335,0.0,0.6428571428571429,,ODI,26.166666666666668,
B Stanlake,4,5,28,0,24,5,0.8,14.285714285714285,0.8,0.8,0.0,0.8571428571428571,,ODI,7.542857142857143,
B Tau,159,11,351,16,252,11,14.454545454545455,45.2991452991453,14.454545454545455,14.454545454545455,0.045584045584045586,0.717948717948718,,ODI,29.876845376845377,
B Ward,69,4,106,9,70,4,17.25,65.09433962264151,17.25,17.25,0.08490566037735849,0.660377358490566,,ODI,41.17216981132076,
B Zuiderent,178,16,368,17,266,16,11.125,48.369565217391305,11.125,11.125,0.04619565217391304,0.7228260869565217,,ODI,29.747282608695652,
B de Leede,289,13,435,33,264,13,22.23076923076923,66.4367816091954,22.23076923076923,22.23076923076923,0.07586206896551724,0.6068965517241379,,ODI,44.33377541998232,
BA Carse,264,21,341,25,188,21,12.571428571428571,77.41935483870968,12.571428571428571,12.571428571428571,0.07331378299120235,0.5513196480938416,,ODI,44.995391705069125,
BA King,1494,57,1825,211,1104,57,26.210526315789473,81.86301369863014,26.210526315789473,26.210526315789473,0.11561643835616438,0.6049315068493151,,ODI,54.03677000720981,
BA Langston,21,1,22,2,8,1,21.0,95.45454545454545,21.0,21.0,0.09090909090909091,0.36363636363636365,,ODI,58.22727272727273,
BA Murphy,3,2,11,0,8,2,1.5,27.27272727272727,1.5,1.5,0.0,0.7272727272727273,,ODI,14.386363636363635,
BA Parchment,107,6,198,14,148,6,17.833333333333332,54.04040404040404,17.833333333333332,17.833333333333332,0.0707070707070707,0.7474747474747475,,ODI,35.936868686868685,
BA Stokes,3469,98,3701,393,1854,98,35.39795918367347,93.73142393947582,35.39795918367347,35.39795918367347,0.10618751688732775,0.5009456903539584,,ODI,64.56469156157465,
BA Westdijk,0,2,3,0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,,ODI,0.0,
BA Williams,14,4,25,0,13,4,3.5,56.00000000000001,3.5,3.5,0.0,0.52,,ODI,29.750000000000004,
BAM Heath,59,4,61,4,22,4,14.75,96.72131147540983,14.75,14.75,0.06557377049180328,0.36065573770491804,,ODI,55.73565573770492,
BAW Mendis,185,39,267,18,163,39,4.743589743589744,69.28838951310861,4.743589743589744,4.743589743589744,0.06741573033707865,0.6104868913857678,,ODI,37.015989628349175,
BB Chari,186,14,412,14,296,14,13.285714285714286,45.14563106796117,13.285714285714286,13.285714285714286,0.03398058252427184,0.7184466019417476,,ODI,29.215672676837727,
BB McCullum,5157,186,5457,662,2965,186,27.725806451612904,94.50247388675096,27.725806451612904,27.725806451612904,0.1213120762323621,0.5433388308594466,,ODI,61.11414016918194,
BB Seebaran,4,2,14,0,11,2,2.0,28.57142857142857,2.0,2.0,0.0,0.7857142857142857,,ODI,15.285714285714285,
BC Fortuin,61,9,97,4,55,9,6.777777777777778,62.88659793814433,6.777777777777778,6.777777777777778,0.041237113402061855,0.5670103092783505,,ODI,34.83218785796105,
BC Lara,1878,67,2455,213,1445,67,28.029850746268657,76.49694501018331,28.029850746268657,28.029850746268657,0.08676171079429736,0.5885947046843177,,ODI,52.26339787822599,
BCJ Cutting,53,2,67,5,35,2,26.5,79.1044776119403,26.5,26.5,0.07462686567164178,0.5223880597014925,,ODI,52.80223880597015,
BD Glover,28,4,45,4,32,4,7.0,62.22222222222222,7.0,7.0,0.08888888888888889,0.7111111111111111,,ODI,34.611111111111114,
BDH Stevens,1,1,5,0,4,1,1.0,20.0,1.0,1.0,0.0,0.8,,ODI,10.5,
BE Hendricks,24,4,45,2,30,4,6.0,53.333333333333336,6.0,6.0,0.044444444444444446,0.6666666666666666,,ODI,29.666666666666668,
BFW de Leede,1155,44,1621,111,963,44,26.25,71.25231338679828,26.25,26.25,0.06847624922887106,0.5940777297964219,,ODI,48.75115669339914,
BG Illing,1,2,8,0,7,2,0.5,12.5,0.5,0.5,0.0,0.875,,ODI,6.5,
BG Lister,10,3,14,1,8,3,3.3333333333333335,71.42857142857143,3.3333333333333335,3.3333333333333335,0.07142857142857142,0.5714285714285714,,ODI,37.38095238095238,
BG Rogers,287,8,410,38,258,8,35.875,70.0,35.875,35.875,0.09268292682926829,0.6292682926829268,,ODI,52.9375,
BJ Bennett,339,8,358,46,191,8,42.375,94.6927374301676,42.375,42.375,0.12849162011173185,0.5335195530726257,,ODI,68.5338687150838,
BJ Curran,313,5,407,35,231,5,62.6,76.90417690417691,62.6,62.6,0.085995085995086,0.5675675675675675,,ODI,69.75208845208846,
BJ Currie,16,4,28,0,15,4,4.0,57.14285714285714,4.0,4.0,0.0,0.5357142857142857,,ODI,30.57142857142857,
BJ Diamanti,26,1,23,3,12,1,26.0,113.04347826086956,26.0,26.0,0.13043478260869565,0.5217391304347826,,ODI,69.52173913043478,
BJ Dwarshuis,61,3,93,6,56,3,20.333333333333332,65.59139784946237,20.333333333333332,20.333333333333332,0.06451612903225806,0.6021505376344086,,ODI,42.96236559139785,
BJ Haddin,3003,107,3648,353,2067,107,28.065420560747665,82.31907894736842,28.065420560747665,28.065420560747665,0.09676535087719298,0.5666118421052632,,ODI,55.19224975405805,
BJ Hodge,516,19,583,55,298,19,27.157894736842106,88.50771869639794,27.157894736842106,27.157894736842106,0.09433962264150944,0.5111492281303602,,ODI,57.83280671662003,
BJ McCarthy,169,21,269,16,158,21,8.047619047619047,62.825278810408925,8.047619047619047,8.047619047619047,0.05947955390334572,0.587360594795539,,ODI,35.436448929013984,
BJ McMullen,1202,33,1392,147,777,33,36.42424242424242,86.35057471264368,36.42424242424242,36.42424242424242,0.10560344827586207,0.5581896551724138,,ODI,61.38740856844305,
BJ Patel,118,10,253,15,194,10,11.8,46.6403162055336,11.8,11.8,0.05928853754940711,0.766798418972332,,ODI,29.220158102766803,
BJ Watling,573,24,860,61,517,24,23.875,66.62790697674419,23.875,23.875,0.07093023255813953,0.6011627906976744,,ODI,45.25145348837209,
BKG Mendis,4419,136,5168,531,2726,136,32.49264705882353,85.50696594427245,32.49264705882353,32.49264705882353,0.10274767801857586,0.5274767801857585,,ODI,58.999806501547994,
BL Kotze,27,4,52,3,38,4,6.75,51.92307692307693,6.75,6.75,0.057692307692307696,0.7307692307692307,,ODI,29.336538461538463,
BL Mooney,3090,83,3501,342,1686,83,37.2289156626506,88.2604970008569,37.2289156626506,37.2289156626506,0.09768637532133675,0.48157669237360756,,ODI,62.74470633175375,
BM Anusha,2,1,6,0,4,1,2.0,33.33333333333333,2.0,2.0,0.0,0.6666666666666666,,ODI,17.666666666666664,
BM Duckett,1307,33,1339,164,670,33,39.60606060606061,97.61015683345781,39.60606060606061,39.60606060606061,0.12247946228528753,0.5003734129947722,,ODI,68.6081087197592,
BM Halliday,1301,44,1681,145,932,44,29.568181818181817,77.39440809042237,29.568181818181817,29.568181818181817,0.08625817965496728,0.5544318857822724,,ODI,53.48129495430209,
BM Scholtz,301,38,470,28,288,38,7.921052631578948,64.04255319148936,7.921052631578948,7.921052631578948,0.059574468085106386,0.6127659574468085,,ODI,35.98180291153415,
BM Tickner,34,7,48,3,27,7,4.857142857142857,70.83333333333334,4.857142857142857,4.857142857142857,0.0625,0.5625,,ODI,37.8452380952381,
BM Wheeler,58,4,47,7,20,4,14.5,123.40425531914893,14.5,14.5,0.14893617021276595,0.425531914893617,,ODI,68.95212765957447,
BMAJ Mendis,593,42,741,57,382,42,14.119047619047619,80.02699055330635,14.119047619047619,14.119047619047619,0.07692307692307693,0.5155195681511471,,ODI,47.073019086176984,
BMSM Kumari,192,27,396,21,274,27,7.111111111111111,48.484848484848484,7.111111111111111,7.111111111111111,0.05303030303030303,0.6919191919191919,,ODI,27.7979797979798,
BN Cooper,148,9,175,19,105,9,16.444444444444443,84.57142857142857,16.444444444444443,16.444444444444443,0.10857142857142857,0.6,,ODI,50.507936507936506,
BO van Rooi,26,3,39,3,25,3,8.666666666666666,66.66666666666666,8.666666666666666,8.666666666666666,0.07692307692307693,0.6410256410256411,,ODI,37.666666666666664,
BOP Fernando,148,8,238,18,159,8,18.5,62.18487394957983,18.5,18.5,0.07563025210084033,0.6680672268907563,,ODI,40.34243697478992,
BP Kruger,8,1,12,1,7,1,8.0,66.66666666666666,8.0,8.0,0.08333333333333333,0.5833333333333334,,ODI,37.33333333333333,
BP Loots,15,3,23,2,19,3,5.0,65.21739130434783,5.0,5.0,0.08695652173913043,0.8260869565217391,,ODI,35.108695652173914,
BP Nash,21,2,21,2,8,2,10.5,100.0,10.5,10.5,0.09523809523809523,0.38095238095238093,,ODI,55.25,
BR Dorey,2,1,9,0,7,1,2.0,22.22222222222222,2.0,2.0,0.0,0.7777777777777778,,ODI,12.11111111111111,
BR McDermott,223,5,280,24,159,5,44.6,79.64285714285714,44.6,44.6,0.08571428571428572,0.5678571428571428,,ODI,62.12142857142857,
BRM Taylor,5150,162,6970,546,4017,162,31.790123456790123,73.8880918220947,31.790123456790123,31.790123456790123,0.07833572453371593,0.5763271162123386,,ODI,52.83910763944241,
BT Foakes,61,1,78,4,41,1,61.0,78.2051282051282,61.0,61.0,0.05128205128205128,0.5256410256410257,,ODI,69.6025641025641,
BTJ Wheal,47,6,65,6,39,6,7.833333333333333,72.3076923076923,7.833333333333333,7.833333333333333,0.09230769230769231,0.6,,ODI,40.07051282051282,
BV Sears,11,2,18,0,9,2,5.5,61.111111111111114,5.5,5.5,0.0,0.5,,ODI,33.30555555555556,
BV Vitori,63,11,75,9,51,11,5.7272727272727275,84.0,5.7272727272727275,5.7272727272727275,0.12,0.68,,ODI,44.86363636363637,
BW Hilfenhaus,29,9,71,2,50,9,3.2222222222222223,40.845070422535215,3.2222222222222223,3.2222222222222223,0.028169014084507043,0.704225352112676,,ODI,22.03364632237872,
BYA Mendis,147,8,252,21,173,8,18.375,58.333333333333336,18.375,18.375,0.08333333333333333,0.6865079365079365,,ODI,38.35416666666667,
Babar Azam,6203,131,7243,643,3620,131,47.35114503816794,85.64130884992407,47.35114503816794,47.35114503816794,0.0887753693221041,0.49979290349302774,,ODI,66.49622694404601,
Babar Hayat,539,15,749,63,464,15,35.93333333333333,71.96261682242991,35.93333333333333,35.93333333333333,0.08411214953271028,0.6194926568758344,,ODI,53.94797507788162,
Badal Singh,5,1,12,0,7,1,5.0,41.66666666666667,5.0,5.0,0.0,0.5833333333333334,,ODI,23.333333333333336,
Basil Hameed,1051,45,1458,104,855,45,23.355555555555554,72.08504801097394,23.355555555555554,23.355555555555554,0.07133058984910837,0.5864197530864198,,ODI,47.720301783264745,
Basir Ahamad,14,3,38,1,28,3,4.666666666666667,36.84210526315789,4.666666666666667,4.666666666666667,0.02631578947368421,0.7368421052631579,,ODI,20.754385964912277,
Batool Fatima,64,5,105,6,63,5,12.8,60.952380952380956,12.8,12.8,0.05714285714285714,0.6,,ODI,36.87619047619048,
Bazid Khan,131,5,237,8,149,5,26.2,55.27426160337553,26.2,26.2,0.03375527426160337,0.6286919831223629,,ODI,40.73713080168776,
Bikram Sob,4,4,19,0,16,4,1.0,21.052631578947366,1.0,1.0,0.0,0.8421052631578947,,ODI,11.026315789473683,
Bilal Asif,40,3,52,7,37,3,13.333333333333334,76.92307692307693,13.333333333333334,13.333333333333334,0.1346153846153846,0.7115384615384616,,ODI,45.12820512820513,
Bilal Khan,30,20,75,2,56,20,1.5,40.0,1.5,1.5,0.02666666666666667,0.7466666666666667,,ODI,20.75,
Bilawal Bhatti,89,7,77,12,35,7,12.714285714285714,115.5844155844156,12.714285714285714,12.714285714285714,0.15584415584415584,0.45454545454545453,,ODI,64.14935064935065,
Bismah Maroof,1938,64,3063,160,1823,64,30.28125,63.27130264446621,30.28125,30.28125,0.05223636957231472,0.5951681358145609,,ODI,46.7762763222331,
C Abel,18,6,59,0,42,6,3.0,30.508474576271187,3.0,3.0,0.0,0.711864406779661,,ODI,16.75423728813559,
C Bosch,270,10,254,34,113,10,27.0,106.29921259842521,27.0,27.0,0.13385826771653545,0.4448818897637795,,ODI,66.6496062992126,
C Brits,292,7,421,19,249,7,41.714285714285715,69.35866983372921,41.714285714285715,41.714285714285715,0.04513064133016627,0.5914489311163895,,ODI,55.536477774007466,
C Campher,963,30,1212,110,683,30,32.1,79.45544554455446,32.1,32.1,0.09075907590759076,0.5635313531353136,,ODI,55.77772277227723,
C Carmichael,64,2,83,8,49,2,32.0,77.10843373493977,32.0,32.0,0.0963855421686747,0.5903614457831325,,ODI,54.55421686746988,
C Carter,111,8,176,16,121,8,13.875,63.06818181818182,13.875,13.875,0.09090909090909091,0.6875,,ODI,38.47159090909091,
C Cassell,4,1,5,0,3,1,4.0,80.0,4.0,4.0,0.0,0.6,,ODI,42.0,
C Chatonzwa,46,7,153,3,120,7,6.571428571428571,30.065359477124183,6.571428571428571,6.571428571428571,0.0196078431372549,0.7843137254901961,,ODI,18.318394024276376,
C Connolly,94,5,138,8,77,5,18.8,68.11594202898551,18.8,18.8,0.057971014492753624,0.5579710144927537,,ODI,43.457971014492756,
C Floyd,12,4,19,2,14,4,3.0,63.1578947368421,3.0,3.0,0.10526315789473684,0.7368421052631579,,ODI,33.078947368421055,
C Green,782,27,890,84,457,27,28.962962962962962,87.86516853932585,28.962962962962962,28.962962962962962,0.09438202247191012,0.5134831460674157,,ODI,58.414065751144406,
C Hemraj,82,6,101,15,70,6,13.666666666666666,81.1881188118812,13.666666666666666,13.666666666666666,0.1485148514851485,0.693069306930693,,ODI,47.427392739273934,
C Jonker,31,2,34,6,25,2,15.5,91.17647058823529,15.5,15.5,0.17647058823529413,0.7352941176470589,,ODI,53.338235294117645,
C Karunaratne,451,24,589,40,320,24,18.791666666666668,76.5704584040747,18.791666666666668,18.791666666666668,0.06791171477079797,0.5432937181663837,,ODI,47.681062535370685,
C Kieswetter,985,38,1130,128,657,38,25.92105263157895,87.16814159292035,25.92105263157895,25.92105263157895,0.11327433628318584,0.5814159292035398,,ODI,56.54459711224965,
C Madande,287,13,390,29,219,13,22.076923076923077,73.58974358974359,22.076923076923077,22.076923076923077,0.07435897435897436,0.5615384615384615,,ODI,47.833333333333336,
C McAuslan,35,2,74,4,53,2,17.5,47.2972972972973,17.5,17.5,0.05405405405405406,0.7162162162162162,,ODI,32.398648648648646,
C Munro,1249,52,1207,170,616,52,24.01923076923077,103.47970173985087,24.01923076923077,24.01923076923077,0.14084507042253522,0.5103562551781275,,ODI,63.74946625454082,
C Murray,108,20,205,10,139,20,5.4,52.6829268292683,5.4,5.4,0.04878048780487805,0.6780487804878049,,ODI,29.041463414634148,
C Overton,68,5,79,5,39,5,13.6,86.07594936708861,13.6,13.6,0.06329113924050633,0.4936708860759494,,ODI,49.8379746835443,
C Prasad,6,1,24,0,18,1,6.0,25.0,6.0,6.0,0.0,0.75,,ODI,15.5,
C Prathyusha,2,1,3,0,1,1,2.0,66.66666666666666,2.0,2.0,0.0,0.3333333333333333,,ODI,34.33333333333333,
C Raack,1,1,1,0,0,1,1.0,100.0,1.0,1.0,0.0,0.0,,ODI,50.5,
C Sakariya,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,ODI,0.0,
C Sutthiruang,155,12,250,22,172,12,12.916666666666666,62.0,12.916666666666666,12.916666666666666,0.088,0.688,,ODI,37.458333333333336,
C Tear,489,19,646,58,398,19,25.736842105263158,75.69659442724458,25.736842105263158,25.736842105263158,0.08978328173374613,0.6160990712074303,,ODI,50.716718266253864,
C Viljoen,19,2,23,2,12,2,9.5,82.6086956521739,9.5,9.5,0.08695652173913043,0.5217391304347826,,ODI,46.05434782608695,
C White,79,4,84,6,34,4,19.75,94.04761904761905,19.75,19.75,0.07142857142857142,0.40476190476190477,,ODI,56.898809523809526,
C Wickramasinghe,58,3,106,5,71,3,19.333333333333332,54.71698113207547,19.333333333333332,19.333333333333332,0.04716981132075472,0.6698113207547169,,ODI,37.0251572327044,
C Zhuwao,154,8,137,27,85,8,19.25,112.40875912408758,19.25,19.25,0.19708029197080293,0.6204379562043796,,ODI,65.82937956204378,
C de Grandhomme,742,35,714,88,344,35,21.2,103.921568627451,21.2,21.2,0.12324929971988796,0.48179271708683474,,ODI,62.5607843137255,
C de Lange,103,12,226,9,162,12,8.583333333333334,45.57522123893805,8.583333333333334,8.583333333333334,0.03982300884955752,0.7168141592920354,,ODI,27.079277286135692,
CA Henry,795,49,931,90,503,49,16.224489795918366,85.39205155746508,16.224489795918366,16.224489795918366,0.0966702470461869,0.5402792696025779,,ODI,50.80827067669172,
CA Ingram,761,28,935,84,512,28,27.178571428571427,81.3903743315508,27.178571428571427,27.178571428571427,0.08983957219251337,0.5475935828877005,,ODI,54.28447288006112,
CA Lynn,75,4,92,9,61,4,18.75,81.52173913043478,18.75,18.75,0.09782608695652174,0.6630434782608695,,ODI,50.13586956521739,
CA Pujara,51,5,136,4,102,5,10.2,37.5,10.2,10.2,0.029411764705882353,0.75,,ODI,23.85,
CA Reid,8,2,18,1,14,2,4.0,44.44444444444444,4.0,4.0,0.05555555555555555,0.7777777777777778,,ODI,24.22222222222222,
CA Soper,653,47,1179,37,726,47,13.893617021276595,55.38592027141645,13.893617021276595,13.893617021276595,0.031382527565733676,0.6157760814249363,,ODI,34.639768646346525,
CA Young,149,23,175,17,97,23,6.478260869565218,85.14285714285714,6.478260869565218,6.478260869565218,0.09714285714285714,0.5542857142857143,,ODI,45.81055900621118,
CAH Stevenson,141,16,216,13,126,16,8.8125,65.27777777777779,8.8125,8.8125,0.06018518518518518,0.5833333333333334,,ODI,37.04513888888889,
CAK Rajitha,104,15,178,13,125,15,6.933333333333334,58.42696629213483,6.933333333333334,6.933333333333334,0.07303370786516854,0.702247191011236,,ODI,32.68014981273408,
CAK Walton,53,8,88,7,59,8,6.625,60.22727272727273,6.625,6.625,0.07954545454545454,0.6704545454545454,,ODI,33.42613636363636,
CB Lambert,39,1,86,5,66,1,39.0,45.348837209302324,39.0,39.0,0.05813953488372093,0.7674418604651163,,ODI,42.174418604651166,
CB Mpofu,40,30,170,0,138,30,1.3333333333333333,23.52941176470588,1.3333333333333333,1.3333333333333333,0.0,0.8117647058823529,,ODI,12.431372549019606,
CB Sole,67,13,84,8,46,13,5.153846153846154,79.76190476190477,5.153846153846154,5.153846153846154,0.09523809523809523,0.5476190476190477,,ODI,42.45787545787547,
CB Wishart,361,15,496,44,310,15,24.066666666666666,72.78225806451613,24.066666666666666,24.066666666666666,0.08870967741935484,0.625,,ODI,48.424462365591395,
CBRLS Kumara,58,17,137,9,112,17,3.411764705882353,42.33576642335766,3.411764705882353,3.411764705882353,0.06569343065693431,0.8175182481751825,,ODI,22.873765564620008,
CC Dalton,18,1,27,3,20,1,18.0,66.66666666666666,18.0,18.0,0.1111111111111111,0.7407407407407407,,ODI,42.33333333333333,
CD Collymore,39,14,71,3,50,14,2.7857142857142856,54.929577464788736,2.7857142857142856,2.7857142857142856,0.04225352112676056,0.704225352112676,,ODI,28.85764587525151,
CD Cumming,42,6,101,5,78,6,7.0,41.584158415841586,7.0,7.0,0.04950495049504951,0.7722772277227723,,ODI,24.292079207920793,
CD McMillan,1129,46,1393,125,808,46,24.543478260869566,81.04809763101221,24.543478260869566,24.543478260869566,0.08973438621679827,0.5800430725053841,,ODI,52.79578794594089,
